               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.031185,            0.064138,            0.012648,             0.63023,             0.57706,             0.58731,             0.38933,            0.032474,             0.04645,            0.017863,           0.0067924,           0.0067924,           0.0067924
                 164,            0.031125,            0.063647,            0.012379,             0.62415,             0.58078,             0.58719,             0.38937,            0.032474,            0.046468,            0.017881,           0.0067726,           0.0067726,           0.0067726
                 165,            0.030991,            0.063339,            0.012418,             0.63664,             0.56973,             0.58732,             0.38934,            0.032473,            0.046477,            0.017898,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031066,            0.063914,            0.012532,             0.62401,             0.58027,             0.58736,              0.3892,            0.032479,            0.046492,             0.01791,            0.006733,            0.006733,            0.006733
                 167,            0.030996,            0.063208,            0.012543,             0.62413,             0.57966,              0.5872,             0.38947,             0.03248,            0.046506,            0.017934,           0.0067132,           0.0067132,           0.0067132
                 168,            0.031042,            0.063616,             0.01248,             0.64086,               0.568,             0.58756,             0.38947,            0.032477,            0.046517,            0.017945,           0.0066934,           0.0066934,           0.0066934
                 169,            0.031037,              0.0635,            0.012368,             0.62444,             0.57959,              0.5877,             0.38942,             0.03248,            0.046545,            0.017962,           0.0066736,           0.0066736,           0.0066736
                 170,             0.03097,            0.063259,            0.012305,             0.62573,             0.57927,             0.58715,             0.38922,             0.03248,            0.046572,            0.017979,           0.0066538,           0.0066538,           0.0066538
                 171,            0.030937,            0.063638,            0.012483,             0.62618,             0.57836,             0.58738,             0.38928,            0.032486,            0.046581,            0.017999,            0.006634,            0.006634,            0.006634
                 172,            0.030761,            0.063081,            0.012183,             0.64869,             0.56115,             0.58727,             0.38926,            0.032493,              0.0466,            0.018029,           0.0066142,           0.0066142,           0.0066142
                 173,             0.03088,             0.06393,            0.012249,             0.64315,             0.56466,             0.58699,             0.38934,            0.032497,            0.046623,            0.018051,           0.0065944,           0.0065944,           0.0065944
                 174,            0.030987,             0.06376,            0.012284,             0.63651,             0.56839,             0.58618,             0.38922,            0.032496,            0.046646,            0.018059,           0.0065746,           0.0065746,           0.0065746
                 175,            0.030888,            0.063351,            0.012156,             0.64801,             0.56112,             0.58612,             0.38924,            0.032499,            0.046665,            0.018078,           0.0065548,           0.0065548,           0.0065548
                 176,            0.030802,            0.063327,            0.012204,             0.64166,              0.5648,             0.58583,             0.38897,            0.032492,            0.046681,            0.018091,            0.006535,            0.006535,            0.006535
                 177,            0.030729,            0.063451,            0.012143,              0.6469,             0.56145,             0.58541,             0.38889,              0.0325,            0.046705,            0.018102,           0.0065152,           0.0065152,           0.0065152
                 178,            0.030776,            0.062977,            0.012117,             0.64772,             0.56153,             0.58508,             0.38862,            0.032494,            0.046709,            0.018131,           0.0064954,           0.0064954,           0.0064954
                 179,            0.030671,            0.062884,            0.012248,             0.65322,             0.56337,             0.58648,             0.38871,             0.03249,            0.046733,            0.018147,           0.0064756,           0.0064756,           0.0064756
                 180,            0.030594,            0.063114,            0.011867,             0.64911,             0.56506,             0.58678,             0.38862,            0.032494,            0.046749,            0.018169,           0.0064558,           0.0064558,           0.0064558
                 181,            0.030556,            0.062717,             0.01209,             0.64669,             0.56071,             0.58488,             0.38859,            0.032498,            0.046752,            0.018185,            0.006436,            0.006436,            0.006436
                 182,            0.030713,            0.062825,            0.012138,              0.6452,             0.56797,             0.58604,             0.38849,            0.032491,            0.046761,            0.018194,           0.0064162,           0.0064162,           0.0064162
                 183,            0.030791,            0.063401,            0.012139,             0.64804,             0.56555,             0.58584,              0.3882,            0.032497,            0.046774,            0.018217,           0.0063964,           0.0063964,           0.0063964
                 184,            0.030526,            0.063127,            0.011906,             0.64896,             0.56461,             0.58557,             0.38825,            0.032493,            0.046794,            0.018253,           0.0063766,           0.0063766,           0.0063766
                 185,            0.030523,            0.062806,            0.011952,             0.65163,             0.56332,             0.58513,              0.3885,            0.032487,            0.046802,            0.018272,           0.0063568,           0.0063568,           0.0063568
